,04-Jul-2022
The Nifty witnessed an intraday movement of about 190.55 points.The closing index was 0.53 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 39002.19
, Traded Quantity (in Lakhs), 14399.47
, Number of Trades, 14630005
, Total Market Capitalisation (Rs. Crores), 24344838.54

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15752.05,     15710.50,     15852.35,     15661.80,     15835.35,83.3
,NIFTY50 EQL Wgt,     17771.40,     17735.00,     17851.10,     17626.45,     17838.05,66.65
,NIFTY100 EQL Wgt,     18378.65,     18355.85,     18503.50,     18269.65,     18487.05,108.4
,NIFTY100 LowVol30,     12126.25,     12112.25,     12226.35,     12075.40,     12216.85,90.6
,NIFTY Alpha 50,     25991.55,     26064.65,     26235.95,     25972.55,     26137.40,145.85
,NIFTY MIDCAP 150,     10077.75,     10086.60,     10153.10,     10052.00,     10143.45,65.7
,NIFTY SMLCAP 50,      3863.45,      3870.05,      3903.80,      3866.55,      3898.90,35.45
,NIFTY SMLCAP 250,      8105.50,      8127.55,      8166.10,      8113.65,      8145.70,40.2
,NIFTY MIDSML 400,      9369.10,      9382.65,      9435.00,      9355.70,      9425.70,56.6
,NIFTY200 QUALTY30,     13301.30,     13306.85,     13422.15,     13251.95,     13411.60,110.3
,Nifty FinSrv25 50,     15400.70,     15380.70,     15585.80,     15361.85,     15566.05,165.35
,NIFTY AlphaLowVol,     15040.70,     15013.10,     15230.15,     14993.20,     15216.95,176.25
,Nifty200Momentm30,     16182.50,     16144.30,     16325.65,     16129.15,     16310.45,127.95
,Nifty100ESGSecLdr,      2641.90,      2634.95,      2653.65,      2623.20,      2650.85,8.95
,NIFTY100 ESG,      3106.55,      3104.35,      3125.05,      3087.70,      3122.05,15.5
,NIFTY M150 QLTY50,     15038.55,     15077.00,     15158.50,     15025.25,     15139.70,101.15
,NIFTY INDIA MFG,      7284.95,      7266.15,      7306.75,      7218.85,      7297.80,12.85
